order_item_id,order_id,product_id,quantity,unit_price
371,3897,3490,4,31
372,3274,2244,8,448
373,3669,2776,10,94
374,2178,318,1,959
375,352,4706,8,462
376,3480,646,7,514
377,2075,941,1,110
378,321,2505,6,684
379,3042,4837,9,948
380,1456,2548,7,490
381,1393,2327,7,238
382,4433,1618,6,723
383,3052,3458,1,233
384,3598,4389,6,814
385,3598,4161,3,325
386,165,1151,5,660
387,185,1807,5,138
388,4199,1744,3,451
389,2299,4918,10,714
390,3133,4424,2,140
391,2473,1169,1,206
392,1161,707,4,985
393,111,1200,4,944
394,3625,3109,3,922
395,4755,4024,6,376
396,2717,1504,7,284
397,2279,2943,7,340
398,4963,1462,1,72
399,2386,2239,7,689
400,4737,4743,10,593
401,1188,338,3,983
402,2075,2590,1,453
403,3493,2661,4,723
404,4077,3717,6,916
405,4401,2007,3,601
406,2487,4483,6,502
407,2836,161,8,692
408,2862,663,6,479
409,1433,3708,5,105
410,4309,376,6,619
411,1550,4793,3,203
412,2628,1296,2,529
413,3493,4944,9,171
414,629,4711,3,430
415,1772,3563,8,839
416,3303,203,10,341
417,4844,3946,10,204
418,3738,3413,9,794
419,3531,2311,9,904
420,2204,3478,4,950
421,4304,3215,2,363
422,4025,4241,6,658
423,2939,3415,10,791
424,2294,2181,7,700
425,1994,4974,9,920
426,989,99,10,793
427,1020,4507,2,944
428,1152,628,2,976
429,4865,2054,9,838
430,3375,1881,9,982
431,377,3924,1,539
432,2851,4651,9,336
433,1863,590,7,852
434,3831,1033,7,531
435,3520,1604,9,531
436,219,873,3,477
437,1873,3140,3,579
438,291,969,4,712
439,1742,4248,8,450
440,1741,3297,10,639
441,3062,1700,4,836
442,4020,2861,2,907
443,4842,4895,1,959
444,4000,1889,6,921
445,2629,2792,6,13
446,2279,3726,4,544
447,1183,3762,4,127
448,4826,2902,9,188
449,4261,4124,1,333
450,4716,437,7,383
451,205,4626,10,453
452,3231,4442,7,357
453,2143,4595,5,25
454,4703,2819,9,749
455,216,4363,2,546
456,472,2797,1,335
457,1161,78,7,487
458,1184,2890,5,876
459,2314,1154,10,357
460,4418,1249,7,524
461,3599,3843,1,144
462,4341,4493,3,714
463,1825,2594,1,967
464,4963,718,6,820
465,3477,1289,4,595
466,327,43,7,438
467,595,1919,1,506
468,2661,4949,5,356
469,14,4732,10,534
470,89,2794,6,179
471,4591,1374,3,419
472,3237,1777,10,188
473,2026,4333,9,903
474,2620,2026,1,631
475,3578,2470,1,471
476,832,2962,1,495
477,3613,113,1,583
478,4326,2132,4,479
479,1960,4995,3,655
480,664,4753,4,867
481,456,2490,8,878
482,1566,3153,6,322
483,2077,3558,1,331
484,4400,2629,2,655
485,2183,492,10,606
486,1964,2398,5,273
487,448,1771,2,84
488,2827,672,3,253
489,3229,1302,7,408
490,1750,3219,2,80
491,4688,3661,3,350
492,1675,1453,8,825
493,2931,2025,3,147
494,4481,400,5,504
495,3186,2734,5,16
496,1641,4060,3,538
497,3091,3730,5,142
498,1619,3588,4,24
499,607,4861,1,869
500,3044,560,3,55
501,1196,2821,3,474
502,1942,4049,9,18
503,3253,3707,4,674
504,427,2725,5,628
505,1940,1409,4,865
506,3589,3371,4,701
507,986,1040,7,688
508,4419,1347,4,950
509,3694,4174,1,504
510,1699,3756,6,734
511,1854,3679,8,26
512,3281,2143,8,24
513,4871,4976,7,443
514,3045,2133,6,857
515,3115,3145,7,747
516,4242,2661,6,589
517,2031,2097,9,913
518,4825,4813,4,172
519,4355,2592,2,28
520,1388,3416,6,270
521,4838,4239,3,360
522,378,416,6,869
523,3297,319,3,546
524,2829,4590,5,755
525,4093,3832,2,940
526,653,1035,4,265
527,1657,3432,8,910
528,443,554,4,593
529,3116,3249,9,626
530,786,1083,1,985
531,1364,4962,2,553
532,4623,1524,2,280
533,2349,4113,9,402
534,4979,1479,6,575
535,368,3158,9,751
536,919,1292,6,805
537,1111,4872,3,535
538,2848,925,3,883
539,1344,1091,9,759
540,1933,923,7,34
541,3066,1425,10,599
542,1947,2292,5,926
543,4754,2821,6,490
544,3679,207,1,269
545,4065,4916,6,110
546,4127,3291,9,135
547,398,1765,1,314
548,3462,1733,10,986
549,1681,337,1,596
550,3434,613,3,407
551,796,2292,9,819
552,4689,1787,4,789
553,4703,697,8,652
554,2875,3989,7,125
555,4940,683,3,533
556,1854,922,1,397
557,3977,547,8,972
558,2251,148,10,967
559,4784,3135,2,400
560,524,2266,7,248
561,657,1516,7,482
562,2370,150,1,300
563,1552,3622,2,376
564,3205,2822,5,455
565,4048,4809,8,955
566,3569,923,2,426
567,1971,1050,8,567
568,2594,732,6,868
569,2760,630,6,250
570,4691,4482,7,242
571,3940,313,8,286
572,4729,4028,1,791
573,4616,4381,9,782
574,3264,2013,7,372
575,2662,4456,3,422
576,2437,3441,8,889
577,254,1452,10,103
578,4523,375,4,96
579,584,2435,10,761
580,4775,4704,7,189
581,627,1148,9,458
582,1528,755,3,555
583,3603,946,8,983
584,4332,4342,8,505
585,2561,4819,2,865
586,938,3640,9,729
587,776,2303,8,251
588,488,1370,5,579
589,3557,82,1,419
590,3104,1125,9,122
591,3182,1280,1,561
592,2692,3648,10,124
593,1578,4069,7,362
594,1342,3456,2,909
595,3223,93,6,336
596,131,3069,7,795
597,636,2518,1,834
598,1865,2348,5,39
599,1267,1240,10,197
600,2661,743,8,254
601,5,1483,7,625
602,949,3831,8,919
603,683,131,5,625
604,2122,215,2,953
605,478,1806,3,757
606,3811,4622,2,102
607,1502,2208,1,191
608,1208,1949,2,22
609,1394,3658,7,804
610,407,547,2,437
611,1011,412,5,289
612,2743,666,9,999
613,1914,176,10,898
614,4536,4302,2,586
615,3737,322,8,441
616,4711,463,3,408
617,1209,784,2,588
618,1654,875,1,73
619,2181,3809,4,667
620,2566,852,7,749
621,3560,4627,1,608
622,2026,2720,2,392
623,3794,910,1,867
624,1784,2126,5,397
625,1969,1219,1,362
626,4914,4847,6,235
627,1893,3675,7,594
628,3438,1189,2,391
629,1204,4962,10,799
630,2034,3903,2,204
631,2902,2850,1,933
632,4403,4533,6,944
633,3807,2159,8,226
634,311,4785,6,296
635,3369,3847,10,208
636,2154,82,9,926
637,1688,4614,7,393
638,4489,4659,7,342
639,805,2258,1,337
640,1321,2338,6,37
641,88,3193,4,271
642,1167,3213,8,415
643,4654,2547,8,828
644,610,4085,6,288
645,2835,3634,3,532
646,4074,4055,8,936
647,499,3344,3,283
648,2456,2554,8,877
649,430,453,1,721
650,1566,2355,7,285
651,2569,4706,1,827
652,2547,2244,7,764
653,2583,2438,3,532
654,956,1618,2,873
655,1224,299,5,574
656,197,2443,1,670
657,3337,922,3,906
658,3739,2505,4,251
659,589,3972,5,293
660,2043,2792,4,26
661,1290,4652,9,430
662,3373,642,9,755
663,2300,833,4,588
664,2619,2375,5,490
665,633,3262,5,311
666,1624,1398,5,156
667,1052,4488,2,533
668,1499,4089,4,987
669,83,1836,9,458
670,1938,2500,10,506
671,1104,2901,4,976
672,549,4789,4,276
673,3901,4350,8,388
674,46,3588,1,230
675,1070,3162,1,807
676,128,906,8,620
677,3568,223,10,937
678,1136,806,10,968
679,3798,3866,2,763
680,3636,4152,9,917
681,3600,1890,8,743
682,1421,697,9,497
683,1607,1378,4,855
684,2895,2892,7,627
685,591,3049,2,132
686,4990,1631,4,360
687,2475,758,6,527
688,2493,3803,7,386
689,3141,2528,1,927
690,3812,4400,7,916
691,942,4753,1,484
692,64,3700,2,621
693,3916,34,8,459
694,2905,3756,5,202
695,4079,4075,8,832
696,3282,2329,5,713
697,3853,4451,1,220
698,3925,409,10,196
699,347,3443,10,463
700,691,1313,5,135
701,1469,3785,9,445
702,202,1626,9,165
703,1283,4596,6,519
704,4370,1848,8,489
705,549,3085,9,24
706,4786,3928,2,272
707,3141,1609,4,883
708,3515,3448,7,960
709,1846,1128,7,298
710,2212,3362,1,873
711,4726,4138,2,85
712,2126,415,1,676
713,3146,1124,6,578
714,2373,4566,2,928
715,1674,3802,5,47
716,64,1737,9,153
717,1764,4845,1,409
718,1448,4901,3,814
719,4802,1474,7,302
720,759,870,8,947
721,3907,1514,6,960
722,1122,1909,10,506
723,2949,4690,1,252
724,2846,1660,1,887
725,4093,935,2,704
726,4233,4617,8,442
727,1892,1555,8,22
728,142,1236,7,573
729,626,2973,2,118
730,2981,2476,5,956
731,3379,329,5,104
732,3540,3346,2,496
733,3515,840,6,669
734,1361,4311,3,227
735,2202,3342,1,718
736,3909,1917,7,794
737,3758,3967,8,147
738,1937,4878,7,569
739,2206,2244,3,729
740,3079,3387,10,309
741,4682,1296,10,155
742,1099,4134,10,310
743,2603,104,6,941
744,2483,1386,5,593
745,1491,945,4,382
746,4680,337,9,532
747,3694,1686,3,64
748,1212,280,6,598
749,3892,28,3,551
750,1408,2708,7,78
751,1754,2069,4,923
752,1935,1034,3,852
753,4746,867,1,553
754,554,971,2,608
755,2529,2581,10,905
756,2458,4790,8,637
757,1952,4170,3,292
758,2413,4656,5,381
759,212,3297,7,649
760,1854,4971,2,853
761,3872,172,8,652
762,4197,1748,2,859
763,939,660,9,383
764,4173,1601,10,736
765,2031,2854,6,215
766,3151,3343,10,655
767,1117,4279,5,17
768,11,3275,5,786
769,4703,3872,3,749
770,1705,2794,7,980
771,4645,1407,6,591
772,2296,1760,4,625
773,3291,2939,9,538
774,3449,4195,4,827
775,3704,4346,8,307
776,573,3322,3,69
777,3205,3572,10,894
778,4773,3738,2,315
779,1021,3614,9,521
780,3104,2212,5,615
781,4061,3057,9,395
782,2716,2380,7,325
783,979,4318,9,333
784,851,4223,1,749
785,2304,1565,8,322
786,1379,4953,8,410
787,4047,2953,4,278
788,1382,4088,6,409
789,2477,2865,8,358
790,4614,714,3,24
791,2179,2033,6,949
792,4533,4869,10,718
793,3972,4205,7,772
794,3706,1212,7,62
795,3520,2012,4,77
796,380,1543,8,451
797,1138,1322,1,778
798,492,306,5,362
799,1511,3038,1,637
800,2210,4353,10,578
801,2841,1750,5,89
802,2687,4480,10,745
803,4822,3906,10,45
804,2714,2609,6,532
805,4702,4316,1,335
806,407,2694,10,721
807,3446,814,7,737
808,112,918,5,507
809,1855,2754,4,833
810,1795,430,9,580
811,2310,2600,3,670
812,87,1579,3,867
813,2505,696,6,504
814,3428,2216,4,417
815,2055,3737,10,471
816,4183,1915,8,399
817,1792,2901,2,683
818,3879,2517,3,748
819,2746,520,4,847
820,3673,2122,2,350
821,1544,4259,8,1000
822,4049,2322,8,164
823,529,809,9,112
824,674,2526,3,776
825,4041,304,8,532
826,4594,3076,8,674
827,2060,4507,9,757
828,4032,274,8,96
829,857,2753,9,929
830,1528,2124,9,78
831,4398,4078,1,299
832,1613,1152,10,43
833,3662,3855,2,562
834,1985,3180,5,368
835,4381,3555,4,468
836,209,3869,1,909
837,492,2465,5,926
838,91,4875,5,53
839,1756,15,7,562
840,2398,2071,9,594
841,357,544,7,735
842,680,3454,3,130
843,2071,1795,9,795
844,3968,2175,5,684
845,2613,419,4,302
846,2523,1180,7,490
847,2267,4010,10,393
848,3628,4875,5,584
849,4834,1387,6,20
850,4479,4257,2,226
851,537,4323,10,960
852,3917,1747,5,187
853,1496,4911,2,905
854,1042,3560,7,586
855,3373,2046,8,382
856,375,2510,10,724
857,2269,3164,6,646
858,1905,4113,2,317
859,1848,1307,2,345
860,3376,723,6,681
861,1885,3142,3,587
862,2297,1582,1,412
863,4666,4511,10,766
864,219,4356,2,223
865,1203,4433,1,950
866,1876,3876,10,978
867,3074,859,8,937
868,890,1517,6,767
869,182,3438,4,666
870,1287,2484,1,702
871,1733,508,6,774
872,3819,648,8,731
873,1135,2709,9,171
874,3025,326,7,986
875,4178,2671,7,413
876,1392,431,3,320
877,1717,1593,4,693
878,572,259,3,738
879,557,3082,2,392
880,2919,4744,1,378
881,3191,3825,7,339
882,3888,483,6,212
883,3378,3765,5,660
884,1297,800,7,41
885,291,627,3,400
886,2471,2088,2,45
887,3338,3896,1,594
888,2385,752,7,116
889,2320,1293,7,443
890,1140,1136,7,218
891,192,3713,4,709
892,3623,3694,5,516
893,4854,2677,10,94
894,4450,3558,3,206
895,1811,930,7,62
896,1993,1440,5,252
897,1268,1452,1,793
898,4971,4092,6,118
899,2692,3989,10,410
900,125,3566,5,18
901,4982,4913,3,411
902,4655,1695,3,634
903,1054,3956,8,184
904,2275,1117,5,34
905,3422,1374,3,156
906,4668,2037,9,303
907,746,847,7,644
908,364,280,8,283
909,1783,2178,10,18
910,131,1760,4,739
911,4019,4446,2,833
912,2947,1822,4,38
913,3533,2549,8,317
914,4211,1912,8,479
915,4013,4633,5,818
916,1459,733,1,324
917,2654,398,7,418
918,3904,4561,1,506
919,883,3399,1,134
920,4503,2770,10,895
921,3334,2142,8,652
922,1350,3540,8,665
923,3110,2556,1,358
924,2741,4424,4,603
925,101,804,1,625
926,1131,1104,10,300
927,3049,3543,4,94
928,4374,1945,7,300
929,1514,3354,3,219
930,751,4985,5,895
931,2893,1552,9,858
932,141,411,1,873
933,723,3881,6,328
934,2016,4656,6,295
935,2427,4386,7,854
936,1216,4961,5,469
937,4627,2590,10,815
938,369,2004,2,996
939,2257,214,3,499
940,1725,951,4,52
941,1235,3768,10,441
942,4486,4963,4,990
943,3839,1483,4,853
944,281,3441,5,330
945,4666,3109,5,812
946,4083,4411,3,606
947,1102,2107,1,577
948,2778,3932,10,304
949,4759,2182,4,124
950,1694,3451,5,367
951,3872,2572,1,620
952,812,67,4,865
953,3232,4457,4,987
954,2465,4094,3,816
955,1029,1615,5,421
956,1453,222,8,288
957,4791,1134,10,221
958,446,897,3,12
959,3470,4989,3,593
960,2355,1410,7,925
961,2903,1183,6,833
962,3484,777,3,119
963,4681,342,4,243
964,3124,3347,9,485
965,1141,543,7,389
966,4340,4662,1,332
967,4188,1120,8,275
968,4751,4030,3,228
969,4526,4151,2,479
970,573,1616,3,320
971,3875,1342,3,492
972,2014,3546,6,728
973,4837,626,5,964
974,3530,4369,1,121
975,4596,3937,5,564
976,4239,1613,10,194
977,4009,4186,6,707
978,4686,3075,7,739
979,3445,4234,7,904
980,86,1805,10,817
981,2131,4744,2,899
982,2940,938,4,903
983,1379,1810,1,77
984,4387,3360,9,72
985,1822,2602,10,659
986,4038,1011,10,324
987,2869,1125,2,721
988,927,362,8,986
989,756,45,5,629
990,28,4736,1,882
991,1329,1545,1,808
992,3470,4376,3,756
993,2048,4002,3,190
994,1897,890,7,789
995,1103,3889,8,594
996,3380,4876,2,944
997,2027,3598,2,302
998,1852,1438,7,667
999,3856,4147,4,696
1000,914,852,10,274
1001,1600,4115,3,193
1002,2316,841,8,936
1003,250,3572,4,572
1004,4955,2046,4,251
1005,4596,4304,6,25
1006,4116,23,6,699
1007,4312,4353,9,571
1008,697,3898,1,283
1009,4665,2636,6,269
1010,3112,2412,9,386
1011,1990,342,5,179
1012,1301,2981,1,318
1013,4668,1420,6,458
1014,1806,4040,7,664
1015,3541,3750,8,172
1016,3816,1460,9,928
1017,2112,2922,8,389
1018,183,3134,8,214
1019,192,3608,9,817
1020,2201,3966,10,957
1021,3088,2113,6,729
1022,2092,2949,7,978
1023,4568,4850,4,444
1024,1144,4333,5,191
1025,3103,2650,4,176
1026,2512,2666,9,276
1027,281,4845,1,912
1028,2492,1850,9,924
1029,1934,2903,10,665
1030,2585,2659,6,756
1031,4381,4864,7,56
1032,4255,1876,7,951
1033,3837,4928,1,543
1034,2881,1063,8,242
1035,1182,3503,10,911
1036,2008,2962,8,629
1037,2692,4125,5,246
1038,4691,2358,8,152
1039,2497,3057,5,941
1040,4750,21,7,293
1041,357,2547,7,724
1042,2051,1209,3,425
1043,3842,983,8,541
1044,844,1225,3,917
1045,1220,4885,1,329
1046,2329,1575,1,546
1047,2178,3812,10,415
1048,4774,85,3,753
1049,4217,4786,4,631
1050,1162,4474,2,927
1051,3175,2248,5,889
1052,291,1614,9,955
1053,1027,567,7,42
1054,4604,3875,10,557
1055,1561,3310,6,296
1056,2504,3570,10,495
1057,4814,4624,2,93
1058,311,2261,6,544
1059,3979,590,10,664
1060,3448,1659,2,327
1061,2379,1330,4,72
1062,23,2039,6,912
1063,2242,38,3,75
1064,3608,137,10,171
1065,1399,3313,2,528
1066,854,1968,3,12
1067,2049,2399,3,341
1068,1723,1635,5,739
1069,1038,3623,5,76
1070,2733,4995,1,875
1071,1790,4774,9,391
1072,1753,4147,5,77
1073,4155,4509,4,53
1074,3258,1081,9,976
1075,4577,3936,7,707
1076,4514,475,3,561
1077,4476,2778,7,306
1078,735,581,1,201
1079,3992,2097,10,266
1080,2258,2383,6,796
1081,1229,787,9,792
1082,4372,2002,4,723
1083,3111,4583,1,668
1084,3300,4332,5,10
1085,4555,3699,6,172
1086,457,3587,9,634
1087,131,4144,5,664
1088,1713,1085,8,370
1089,288,3341,6,498
1090,1211,2435,3,662
1091,2623,341,3,454
1092,778,1286,10,711
1093,3209,3864,8,268
1094,2054,4847,5,350
1095,65,2951,9,594
1096,4362,1190,2,225
1097,558,1518,5,653
1098,1686,4536,4,819
1099,4200,2412,9,666
1100,725,1111,2,375
1101,4303,4285,4,82
1102,3145,2049,7,940
1103,3225,3389,6,174
1104,1783,716,6,485
1105,1665,148,1,962
1106,4562,1669,10,380
1107,1925,2293,2,110
1108,394,4632,3,932
1109,2582,4743,7,394
1110,711,792,9,473
1111,2215,917,5,752
1112,1823,3548,7,369
1113,3338,834,7,361
1114,506,1735,4,587
1115,4647,335,4,410
1116,670,907,3,525
1117,848,4921,9,161
1118,2351,1327,8,589
1119,853,3926,3,626
1120,478,873,2,375
1121,1295,2932,8,141
1122,3808,4963,10,938
1123,3843,4406,8,90
1124,520,4036,7,69
1125,548,1416,7,532
1126,3108,3449,6,329
1127,2058,4453,9,418
1128,2869,3602,3,202
1129,1451,3491,1,741
1130,2823,248,7,56
1131,760,1554,6,955
1132,4156,1745,7,532
1133,4330,647,5,848
1134,2747,283,1,205
1135,1434,4984,7,543
1136,284,2612,1,270
1137,4136,1932,5,954
1138,1156,1663,10,412
1139,334,1685,7,733
1140,2456,3267,2,554
1141,3662,2367,7,279
1142,3032,2961,6,374
1143,2944,2743,2,696
1144,2913,1737,10,774
1145,4665,2265,1,903
1146,2095,4595,6,818
1147,14,1468,8,477
1148,1312,259,4,288
1149,523,3514,9,331
1150,2434,4643,3,999
1151,1649,290,5,311
1152,968,473,6,409
1153,4130,4916,10,690
1154,1075,1689,10,220
1155,3262,1880,5,615
1156,144,316,3,322
1157,243,4504,9,746
1158,4893,504,3,397
1159,4545,1692,7,769
1160,5000,820,4,721
1161,4872,4627,5,254
1162,3506,4643,6,260
1163,1292,4972,1,377
1164,2524,3755,2,798
1165,2293,1417,6,383
1166,3228,3011,3,465
1167,3736,4937,4,230
1168,4439,649,7,975
1169,1293,4069,7,732
1170,2867,2940,5,412
1171,501,3442,7,893
1172,1832,1261,6,521
1173,4521,2496,3,818
1174,2570,1699,3,294
1175,927,4458,8,341
1176,1031,2099,6,467
1177,4445,1405,4,738
1178,777,3150,1,285
1179,756,3331,9,661
1180,1826,2085,2,930
1181,4282,3813,1,433
1182,2644,897,7,894
1183,2693,4306,1,377
1184,1145,3612,2,745
1185,1055,266,6,681
1186,1915,1892,3,404
