order_id,order_date,order_time,customer_id,total_amount
94,2020-10-18,10:04:39,4957,639.86
95,2022-05-09,18:56:33,2421,3326.97
96,2023-06-27,05:37:51,4848,983.58
97,2021-11-13,12:10:42,1455,3777.27
98,2023-07-08,09:04:38,927,4652.02
99,2020-09-21,12:14:20,3940,1581.45
100,2022-05-31,14:17:03,1661,3678.54
101,2020-10-23,18:40:54,3809,3625.05
102,2020-11-22,10:45:27,2867,1950.68
103,2020-04-08,08:07:25,3900,2503.24
104,2022-02-21,07:40:41,4354,4854.42
105,2021-05-07,19:56:44,3138,1841.01
106,2023-07-15,12:29:15,2941,2068.05
107,2020-07-13,11:17:20,1964,1817.4
108,2021-01-13,04:29:20,2823,3078.98
109,2021-07-22,09:27:11,1636,2124.51
110,2023-03-17,05:00:44,4855,510.1
111,2022-12-02,07:58:53,3500,4349.47
112,2020-08-10,14:05:07,686,2280.89
113,2023-04-14,08:09:15,556,2892.81
114,2022-03-02,13:45:41,3090,4324.75
115,2021-10-12,01:44:52,3905,3681.67
116,2020-02-08,11:57:41,3546,3613.58
117,2022-06-22,16:56:03,202,1100.59
118,2022-10-28,00:53:32,758,1049.87
119,2020-05-05,07:35:00,1073,3100.46
120,2021-07-18,18:27:58,725,1964.54
121,2021-09-08,08:57:27,3531,1705.26
122,2020-08-11,17:55:32,4407,368.62
123,2020-07-23,11:16:32,4052,3885.53
124,2021-09-19,04:24:02,1865,779.75
125,2020-08-19,22:47:13,4093,125.09
126,2023-05-12,22:45:40,3646,1510.01
127,2021-04-23,03:46:37,337,4630.93
128,2022-10-10,08:59:33,448,668.26
129,2022-01-27,21:45:06,174,235.21
130,2021-10-25,00:26:49,2721,4444.13
131,2022-09-29,21:18:23,2683,2679.44
132,2021-04-08,07:01:07,163,4581.98
133,2020-01-03,01:46:24,1018,1623.53
134,2023-04-15,09:38:45,2686,1430.98
135,2023-03-20,23:55:47,4710,2929.62
136,2022-01-16,01:30:46,3388,298.19
137,2020-03-10,17:30:53,4788,1462.54
138,2020-12-01,06:19:06,872,2882.36
139,2021-10-16,06:24:04,3336,504.5
140,2021-09-24,14:19:01,3047,2376.56
141,2020-01-22,12:29:15,4059,4223.08
142,2020-09-21,21:44:43,3164,4564.65
143,2022-10-24,22:17:52,4849,3068.7
144,2020-11-26,13:04:34,2744,3490.88
145,2020-04-13,02:07:25,2721,2943.74
146,2023-01-14,03:19:27,3711,4840.23
147,2022-04-19,12:24:50,3419,2645.29
148,2022-06-26,08:14:39,3815,2401.96
149,2021-07-14,06:10:15,4402,1131.3
150,2020-08-27,03:47:55,2680,3222.87
151,2021-06-02,13:26:52,4192,3628.11
152,2022-07-14,02:40:05,4565,3077.1
153,2022-05-14,23:01:32,2338,4161.98
154,2020-04-26,20:04:26,709,4342.24
155,2022-12-25,15:08:28,3970,3528.9
156,2021-10-29,23:39:49,1544,1417.63
157,2022-07-10,00:12:52,2530,1696.27
158,2021-05-17,07:12:19,28,2102.23
159,2020-07-01,14:25:15,643,618.25
160,2022-06-20,04:44:05,1032,2948.53
161,2023-04-19,16:39:57,818,4627.86
162,2022-04-18,08:41:25,2002,230.3
163,2023-09-23,15:59:12,2828,4741.22
164,2022-08-31,11:37:00,235,1466.69
165,2021-10-21,22:05:59,4616,3002.89
166,2022-09-05,16:01:56,490,4155.18
167,2020-02-25,13:58:30,1749,960.93
168,2022-03-25,16:43:29,2290,1139.9
169,2022-03-06,07:22:19,113,3283.96
170,2020-12-29,11:10:26,4994,1123.66
171,2022-12-19,00:18:37,4402,933.59
172,2023-09-19,12:40:01,4798,2372.9
173,2020-10-19,09:55:41,4254,650.31
174,2020-06-20,00:52:01,770,4234.73
175,2021-10-24,03:20:52,1960,599.39
176,2021-05-20,15:41:29,589,2037.67
177,2022-06-01,06:54:41,2247,1346.44
178,2022-04-13,22:42:49,1825,3137.74
179,2021-03-11,10:33:43,2547,2521.12
180,2022-11-11,19:45:15,1883,2951.11
181,2022-07-10,12:15:56,4064,3228.12
182,2020-03-27,05:51:14,4620,310.58
183,2020-09-11,17:15:59,2787,3705.55
184,2023-04-21,18:19:47,4200,4769.78
185,2023-03-18,17:04:28,4512,3102.5
186,2020-03-21,15:51:10,120,4543.61
187,2022-04-13,02:50:37,101,4594.75
188,2022-06-11,04:14:22,3041,4089.88
189,2020-12-02,21:26:30,523,3431.06
190,2022-09-17,22:19:24,4859,2393.19
191,2020-09-07,19:04:20,2108,4473.42
192,2020-11-13,13:13:29,4010,1328.04
193,2020-03-28,03:04:10,4148,1504.61
194,2021-03-09,23:21:39,3419,834.41
195,2023-09-10,02:12:45,964,2464.25
196,2021-07-04,17:07:46,1468,4745.25
197,2021-02-01,20:48:01,4028,1251.63
198,2021-05-08,04:33:23,2339,1033.0
199,2022-12-26,06:38:27,929,1359.76
200,2021-02-19,00:58:05,1011,596.13
201,2023-02-04,20:43:07,1462,1548.88
202,2020-04-09,18:31:37,3108,3155.9
203,2021-06-09,02:07:38,1255,1827.46
204,2022-06-07,05:38:02,2599,4171.81
205,2021-11-12,15:57:32,2019,3558.41
206,2020-05-21,23:02:32,536,4414.51
207,2021-04-17,08:17:07,88,2161.16
208,2022-06-28,03:09:03,1044,3670.38
209,2021-07-01,14:42:58,2900,1564.3
210,2020-05-30,19:11:03,351,2611.8
211,2021-03-12,07:23:26,3584,3618.92
212,2021-08-13,15:52:16,1470,3975.6
213,2020-05-12,07:08:32,2029,2504.97
214,2022-12-14,03:26:24,4048,2569.74
215,2023-01-08,21:01:27,58,1997.59
216,2021-01-21,12:00:12,4749,2992.77
217,2020-02-09,20:20:34,1748,1472.01
218,2021-03-21,13:19:57,2710,3178.41
219,2021-06-18,09:21:37,3803,4333.26
220,2020-04-08,23:01:19,1684,2786.22
221,2022-02-02,22:15:10,1146,3976.39
222,2022-11-04,09:12:02,4056,1189.48
223,2021-09-05,19:44:03,2433,4813.63
224,2021-03-06,07:55:31,4373,3581.15
225,2021-02-26,04:19:01,2926,2908.06
226,2020-09-05,21:40:47,2347,555.64
227,2020-09-29,21:05:01,2666,292.92
228,2022-05-01,17:21:21,1512,2323.25
229,2023-05-08,02:28:01,3738,2016.73
230,2023-07-14,15:48:41,3930,3266.49
231,2021-09-07,01:57:46,3085,4700.32
232,2021-12-26,14:15:59,4500,1003.36
233,2022-07-14,20:40:03,1181,4596.38
234,2021-12-06,12:04:18,2509,4690.58
235,2022-10-15,04:09:32,2282,1527.88
236,2020-11-18,02:23:09,4877,2637.56
237,2020-07-21,23:36:47,817,2599.78
238,2022-11-16,15:44:42,2644,1105.02
239,2021-06-17,13:25:42,1097,3510.44
240,2020-03-05,09:07:33,4832,122.95
241,2023-04-29,19:05:05,4776,1959.11
242,2021-04-21,09:17:14,2661,435.1
243,2021-11-26,19:54:47,1971,1852.03
244,2021-01-28,19:32:22,4156,2392.55
245,2023-07-16,12:01:53,1766,1805.07
246,2023-05-12,21:07:27,4422,3934.25
247,2021-11-28,16:03:22,120,4704.68
248,2021-05-09,12:28:59,2842,3444.86
249,2022-10-06,00:30:18,4065,4291.04
250,2023-06-23,04:16:51,4668,2881.36
251,2022-06-29,05:10:56,3517,839.31
252,2020-01-04,21:48:52,3012,293.41
253,2021-02-07,08:05:56,17,4599.01
254,2020-01-03,18:38:55,1487,1158.76
255,2021-03-30,11:32:33,910,1984.68
256,2022-07-11,14:35:58,91,928.04
257,2022-08-13,23:28:23,1388,1805.65
258,2022-01-16,10:44:30,3578,2490.18
259,2023-03-08,14:23:56,712,2021.06
260,2022-12-17,09:46:00,3981,2756.7
261,2023-06-09,23:32:05,1990,2615.17
262,2020-12-31,19:25:02,2601,1968.21
263,2021-12-04,10:55:43,2748,3878.5
264,2022-02-06,10:38:26,908,983.3
265,2022-04-22,05:03:19,1282,4218.8
266,2020-09-13,10:46:35,636,324.87
267,2022-06-23,02:38:46,3381,550.6
268,2020-02-04,20:00:54,2640,351.41
269,2022-11-10,01:37:39,3465,3697.8
270,2023-08-24,00:52:53,1600,860.05
271,2021-01-28,20:55:25,2870,1107.7
272,2022-07-31,22:25:07,4356,4847.75
273,2023-01-07,00:46:14,2382,2917.94
274,2021-11-10,11:34:05,2619,1407.96
275,2020-09-01,00:54:46,1096,513.5
276,2020-01-03,23:18:58,981,4231.53
277,2022-10-04,01:33:49,1823,4261.42
278,2023-06-09,23:14:24,4425,4906.92
279,2022-10-16,18:57:44,2496,777.94
280,2020-06-19,21:13:39,18,1770.87
281,2021-03-13,04:49:04,1395,3246.57
282,2020-01-21,17:11:35,205,4998.21
283,2023-07-04,23:41:21,1955,2435.27
284,2021-05-18,15:20:05,1367,4721.59
285,2021-08-09,01:31:05,2372,1501.65
286,2021-03-31,19:55:23,4922,1012.16
287,2022-11-28,22:39:17,1007,971.23
288,2022-02-11,18:55:34,1585,4933.8
289,2022-04-18,11:10:00,2185,2295.95
290,2020-03-19,17:11:48,736,2153.97
291,2020-01-13,21:29:33,811,527.31
292,2021-01-21,22:38:11,3862,3008.38
293,2020-10-20,05:09:52,3168,1166.98
294,2022-04-03,00:11:07,2789,642.23
295,2021-05-16,21:20:50,2747,4234.28
296,2022-07-04,19:13:44,3822,2479.45
297,2020-05-03,15:28:35,1661,4909.4
298,2020-09-27,23:06:03,826,4348.2
299,2020-11-02,10:31:31,330,4055.37
300,2022-04-19,13:07:42,4363,4966.36
301,2023-03-25,13:13:06,2831,4808.49
302,2022-03-11,23:15:26,3809,1564.67
303,2023-06-23,06:06:24,141,2447.44
304,2020-06-03,17:10:59,81,186.81
305,2023-01-06,03:40:30,2494,897.93
306,2020-01-17,09:09:44,1305,1831.99
307,2020-12-01,06:31:28,4001,746.26
308,2020-05-27,05:42:35,4996,1485.81
309,2020-12-11,05:10:16,192,4748.96
310,2021-06-08,13:13:34,278,1603.55
311,2022-10-04,17:05:06,4707,157.26
312,2022-09-28,21:18:58,733,1503.85
313,2020-12-31,17:52:39,4384,345.19
314,2023-02-11,11:00:08,1823,4931.55
315,2020-08-25,17:15:33,23,1931.88
316,2021-06-19,21:42:30,4021,4708.27
317,2021-10-30,05:57:38,543,628.88
318,2023-05-31,18:32:26,2850,2851.13
319,2023-03-03,04:01:20,690,2736.92
320,2022-12-19,09:46:06,4117,3278.15
321,2020-03-05,20:06:11,3052,1194.38
322,2021-12-16,04:16:16,3718,510.59
323,2020-04-02,23:50:47,4801,4903.29
324,2020-12-06,03:13:43,951,912.47
325,2021-08-04,12:38:05,1133,4541.64
326,2021-06-13,11:02:06,1642,3427.32
327,2021-04-13,02:46:46,4616,4549.42
328,2023-07-04,19:49:52,4740,1970.98
329,2020-06-26,15:30:39,4399,4534.05
330,2023-06-22,13:17:14,4226,1583.48
331,2022-05-24,13:25:19,3549,789.35
332,2021-03-24,02:12:35,1697,4506.85
333,2023-03-24,09:34:13,3786,2513.23
334,2023-09-07,13:28:56,4462,3381.16
335,2020-11-26,03:01:45,1833,3681.02
336,2022-11-21,22:47:29,2849,452.74
337,2021-06-09,22:27:21,2790,1014.22
338,2022-11-16,17:36:11,75,2042.97
339,2020-02-18,07:48:33,433,4259.81
340,2021-06-04,02:36:16,2064,4285.72
341,2021-08-11,06:04:42,1140,4924.9
342,2021-02-26,04:22:59,1471,4826.38
343,2021-07-22,18:46:41,4215,3265.07
344,2022-09-09,05:30:53,3717,3294.77
345,2021-07-02,05:00:51,4331,279.41
346,2020-08-12,05:09:17,4450,1855.4
347,2022-06-10,15:42:24,2006,731.06
348,2020-04-06,03:16:09,4856,667.58
349,2023-06-01,03:56:42,2298,3938.86
350,2023-08-09,07:20:42,3259,567.06
351,2021-03-14,17:49:31,709,554.12
352,2022-11-15,00:16:27,3027,1482.46
353,2023-03-09,11:22:41,931,1723.41
354,2022-12-09,05:47:24,3341,2792.2
355,2023-01-09,11:49:10,680,4366.4
356,2023-06-15,01:01:48,1658,4817.25
357,2020-01-28,04:05:44,4250,1096.1
358,2023-07-09,20:48:10,4501,2865.61
359,2021-04-24,12:39:06,1874,4263.52
360,2022-06-16,01:43:35,2321,700.36
361,2023-07-07,13:52:44,658,4451.93
362,2020-04-13,17:53:32,14,4390.87
363,2022-07-28,13:11:02,734,847.88
364,2020-08-22,23:06:52,1208,4022.06
365,2022-12-09,11:29:20,1679,1160.23
366,2021-01-31,02:45:44,3842,4449.12
367,2023-01-08,02:57:59,3423,3581.33
368,2020-10-29,00:45:57,1165,1017.81
369,2020-07-20,09:54:43,192,3157.68
370,2022-04-21,16:27:01,3229,3671.37
371,2023-09-20,19:52:52,1540,3850.25
372,2021-06-24,06:59:25,1504,3333.43
373,2022-10-17,03:50:57,3524,4662.34
374,2020-12-28,01:56:14,512,2304.45
375,2021-10-28,21:00:46,2603,1394.31
376,2023-05-06,09:37:24,2826,4435.77
377,2021-03-31,05:12:25,4155,1118.71
378,2021-06-01,08:31:19,2054,4663.16
379,2020-03-17,22:51:10,3675,4722.46
380,2022-07-13,17:36:45,844,919.29
381,2023-01-21,02:16:37,8,1944.92
382,2023-05-09,17:37:52,2146,1326.29
383,2021-03-01,06:35:45,2630,1942.34
384,2022-01-09,02:13:50,1444,994.15
385,2020-10-30,23:26:52,3325,3839.66
386,2022-11-16,07:36:29,4098,780.56
387,2020-01-29,02:15:11,2618,2685.21
388,2021-06-04,19:34:11,3882,3651.74
389,2022-03-05,01:32:39,1033,941.15
390,2021-01-29,12:11:53,185,1704.96
391,2021-03-20,01:33:59,4807,2890.48
392,2020-08-18,13:06:00,4938,3061.24
393,2022-08-02,00:32:05,3619,2834.8
394,2022-12-09,17:45:35,211,610.53
395,2021-08-23,14:26:59,4514,4411.56
396,2020-01-31,10:06:39,2406,2615.13
397,2022-08-07,13:03:15,3224,3018.68
398,2021-02-19,16:35:26,3053,858.29
399,2023-06-17,00:59:16,2269,4598.83
400,2023-07-23,22:34:06,2008,3076.08
401,2021-01-18,20:56:33,3544,3353.63
402,2020-06-22,17:32:04,3812,4798.75
403,2022-10-10,21:29:09,4376,4807.4
404,2022-09-02,23:09:05,2000,3039.24
405,2023-01-13,20:41:55,2085,1270.81
406,2020-04-14,03:21:30,2435,1123.33
407,2023-01-18,12:22:28,168,2287.68
408,2022-10-31,07:27:45,1977,4524.51
409,2022-11-10,15:22:26,4751,545.3
410,2021-01-16,19:11:57,2343,3636.89
411,2022-06-19,06:43:37,4853,1395.53
412,2020-06-22,22:33:37,1593,4527.19
413,2023-05-09,22:09:05,1352,4372.16
414,2022-07-04,14:34:58,3926,2532.55
415,2023-06-01,05:20:44,312,4050.59
416,2020-06-27,05:04:59,3761,241.85
417,2022-06-22,17:22:44,3032,1591.56
418,2022-03-18,11:30:56,2305,4308.54
419,2023-03-29,09:10:39,4116,2877.65
420,2021-07-18,11:38:17,4597,244.0
421,2022-10-27,23:47:52,1337,4865.92
422,2020-02-15,13:03:51,808,4742.12
423,2021-03-13,14:43:06,4568,1367.46
424,2022-04-04,13:24:50,202,3966.1
425,2023-01-14,22:15:02,3435,2950.59
426,2023-01-05,08:34:43,4008,1055.31
427,2021-09-20,10:58:44,4464,275.3
428,2021-10-16,12:45:57,1509,1059.97
429,2020-05-04,18:55:11,2390,4661.69
430,2021-11-20,00:43:18,770,4345.91
431,2020-03-14,19:07:23,1359,714.93
432,2020-04-06,13:42:39,1670,1583.2
433,2022-09-08,02:38:53,1848,2751.58
434,2020-09-29,02:50:54,4124,3342.67
435,2020-09-24,18:24:48,1871,1533.72
436,2020-07-26,06:00:12,4020,2610.2
437,2021-05-07,14:31:03,4444,2057.76
438,2020-02-07,00:58:49,3987,3407.03
439,2022-11-28,05:05:29,756,573.62
440,2022-02-11,07:04:26,2441,2530.36
441,2021-10-14,17:29:52,708,1755.71
442,2020-07-16,17:08:04,2163,4880.39
443,2021-12-11,12:59:59,4508,3589.14
444,2023-03-14,17:35:38,3976,1230.75
445,2023-05-20,03:11:02,979,2247.27
446,2021-05-06,03:01:34,4857,2838.42
447,2022-04-11,12:14:52,2800,2289.59
448,2020-05-25,22:10:14,220,1601.8
449,2021-12-09,13:20:37,3113,2875.01
450,2020-12-23,12:00:01,3697,2838.28
451,2020-04-08,17:54:58,3497,4089.31
452,2022-12-18,05:43:16,2361,4685.27
453,2021-12-16,06:06:31,948,4046.14
454,2020-03-07,10:52:17,564,917.39
455,2023-01-03,20:38:33,1235,701.09
456,2021-12-22,12:59:41,2532,587.9
457,2022-04-08,14:03:46,65,3659.3
458,2021-03-21,16:42:50,1999,3051.94
459,2022-08-24,23:00:38,649,2515.81
460,2021-04-26,04:52:19,2304,2120.56
461,2020-09-13,03:02:19,4487,4729.84
462,2020-12-10,13:18:22,3117,2739.94
463,2022-04-02,01:08:59,4210,2704.85
464,2021-07-14,17:35:50,3182,3520.9
465,2021-10-30,10:51:05,4949,1939.0
466,2021-02-05,04:34:25,4045,3852.14
467,2020-12-26,17:36:31,2637,517.71
468,2022-12-02,00:05:01,3292,4893.58
469,2020-12-12,05:14:11,2545,3242.45
470,2020-02-21,16:01:11,789,4449.66
471,2020-10-14,18:50:45,4615,3900.33
472,2023-03-18,06:45:28,530,2825.16
473,2023-09-14,20:04:56,1765,4835.34
474,2022-10-17,04:46:09,1403,1771.35
475,2022-08-01,17:45:08,2525,1007.11
476,2021-01-30,12:22:48,3085,1849.76
477,2020-10-17,03:29:04,696,1040.79
478,2020-09-04,22:09:18,3564,1151.54
479,2020-07-27,01:19:39,2376,4044.75
480,2021-04-18,13:09:31,2307,1726.91
481,2020-11-13,13:30:27,2907,1019.85
482,2022-05-30,11:51:38,4841,1113.67
483,2022-04-11,03:24:31,1669,1310.21
484,2021-06-11,03:22:30,3676,1224.27
485,2020-04-06,23:49:27,2768,1711.98
486,2020-02-22,08:26:04,153,240.55
487,2021-03-06,01:46:45,2509,2540.21
488,2020-02-28,02:48:24,827,1315.27
489,2023-02-28,00:09:27,2237,4077.91
490,2021-02-19,22:48:56,2322,2253.54
491,2022-02-21,15:50:40,2426,1654.68
492,2022-07-25,16:49:44,1090,3981.42
493,2021-03-06,11:35:04,2571,4277.95
494,2020-11-23,19:49:52,1591,4324.25
495,2020-08-06,02:49:35,4686,2566.59
496,2023-01-11,02:22:56,4027,1659.67
497,2023-08-27,09:46:46,1789,1168.62
498,2022-04-06,09:11:39,2967,54.38
499,2023-06-18,14:10:10,939,4254.28
500,2021-04-16,14:17:42,3013,3459.39
501,2021-04-19,02:25:34,4948,856.64
502,2023-04-11,02:53:19,3475,666.17
503,2022-07-05,13:47:16,3947,4362.54
504,2022-02-14,08:16:22,4694,1235.36
505,2023-05-08,21:26:44,4426,3377.75
506,2020-01-20,01:27:08,650,847.41
507,2020-06-22,10:36:51,700,2917.23
508,2020-07-24,12:33:42,352,2717.13
509,2023-04-18,21:57:58,3755,3994.76
510,2020-01-22,15:10:18,224,367.46
511,2020-05-19,08:03:27,4428,1156.08
512,2022-09-30,00:01:50,1760,146.14
513,2020-04-19,12:57:14,3697,4837.73
514,2020-01-04,22:24:42,3907,4197.9
515,2020-12-23,22:26:48,91,95.15
516,2020-11-16,09:54:52,2600,3718.39
517,2023-01-02,04:47:04,2689,3346.54
518,2021-06-23,23:47:51,3072,1636.53
519,2023-06-03,06:56:32,1124,2300.46
520,2023-04-15,00:00:29,312,387.21
521,2022-06-16,22:46:40,4512,117.23
522,2023-01-23,16:25:26,3422,731.57
523,2022-06-24,19:49:18,1439,1382.75
524,2020-01-14,15:49:05,2143,222.07
525,2020-07-18,13:03:25,74,994.17
526,2020-06-04,22:40:55,338,4177.05
527,2020-06-27,19:23:28,2566,715.18
528,2022-10-29,09:29:07,39,3863.25
529,2023-05-31,07:19:03,3843,4649.17
530,2020-05-22,13:45:41,209,3095.52
531,2023-04-06,13:04:54,1243,1697.07
532,2022-10-31,08:40:08,720,197.72
533,2020-08-15,14:49:14,2461,57.76
534,2021-03-20,14:32:11,1714,312.18
535,2022-01-08,19:34:09,4122,1637.84
536,2022-12-24,23:59:32,2675,3774.73
537,2023-07-25,21:30:54,563,4326.49
538,2022-09-02,16:10:52,2040,685.08
539,2020-11-15,08:56:43,4148,276.86
540,2022-09-10,07:43:42,4033,168.97
541,2021-06-01,11:42:39,816,4806.73
542,2021-04-30,08:29:50,1970,658.97
543,2023-01-28,22:51:58,3260,378.93
544,2022-07-12,07:29:16,2300,2243.56
545,2023-09-11,23:32:04,260,1569.86
546,2020-03-05,11:58:14,4200,1737.29
547,2021-03-18,14:55:19,267,873.58
548,2022-05-04,02:50:44,1577,4453.26
549,2020-07-01,10:24:38,2477,662.62
550,2022-10-03,23:39:06,4330,3922.9
551,2022-01-29,12:40:56,668,410.55
552,2021-03-06,11:00:12,262,4301.63
553,2021-06-13,03:46:39,2298,4090.28
554,2020-06-01,07:51:37,2251,2098.12
555,2022-04-10,22:48:41,3070,4826.59
556,2022-12-11,06:01:13,147,1029.41
557,2023-04-20,07:19:14,2029,1420.88
558,2021-05-12,12:25:41,1728,62.72
559,2021-01-07,07:14:18,2744,1005.85
560,2023-08-26,02:27:43,1503,1965.63
561,2020-10-24,15:49:26,492,520.73
562,2021-09-22,07:52:39,2812,2495.39
563,2020-09-18,02:41:17,1723,2491.72
564,2022-05-27,21:00:59,76,3012.94
565,2020-01-20,13:20:52,3556,624.72
566,2023-03-02,03:35:38,4622,1037.14
567,2020-05-08,09:42:24,458,4191.76
568,2020-06-30,21:14:36,738,3771.41
569,2020-02-11,11:43:07,4846,488.29
570,2021-07-18,23:37:33,4219,1676.91
571,2023-04-24,00:53:14,840,2840.1
572,2020-09-14,17:37:33,3497,343.33
573,2020-09-14,20:06:34,209,1343.22
574,2020-03-04,04:43:23,3121,3834.89
575,2020-04-16,04:50:12,1233,28.22
576,2020-06-18,14:03:09,3149,1286.68
577,2022-06-21,18:29:22,1146,4410.89
578,2023-04-17,15:01:48,4715,2576.28
579,2020-05-01,07:58:46,964,194.92
580,2020-05-31,23:09:46,2484,4877.03
581,2023-01-30,18:50:02,549,4719.89
582,2023-04-03,18:27:58,1603,2341.04
583,2022-02-13,19:44:38,450,1952.66
584,2022-12-15,21:17:09,3496,1147.76
585,2023-05-13,02:26:44,4084,4173.5
586,2023-04-16,09:23:17,4524,1024.38
587,2021-03-20,03:57:40,3924,1414.86
588,2020-05-27,18:12:36,3782,239.22
589,2022-08-28,13:04:10,3603,4886.26
590,2022-04-06,17:21:55,2294,4332.91
591,2023-02-15,08:51:05,1423,4760.65
592,2022-03-08,14:13:20,4832,4875.59
593,2020-10-20,03:24:14,2328,3211.81
594,2021-09-04,00:40:11,2455,2484.48
595,2022-03-16,12:15:42,2238,4406.12
596,2022-03-09,12:29:39,3976,4516.08
597,2020-05-23,15:49:04,1426,2543.74
598,2022-07-22,08:37:48,655,4220.14
599,2022-11-13,19:53:17,2288,14.47
600,2021-02-09,00:33:09,1255,2536.27
601,2022-04-28,17:36:55,2902,2417.37
602,2020-01-08,01:19:41,3116,1990.57
603,2021-02-07,14:52:39,3325,3674.08
604,2020-06-16,09:44:38,382,3694.2
605,2022-12-05,19:36:24,356,2920.99
606,2020-09-12,05:20:11,2388,2990.25
607,2022-09-07,12:53:27,3627,3172.83
608,2023-07-08,01:05:10,2316,114.96
609,2022-11-25,15:23:45,4600,3551.27
610,2022-05-10,09:04:12,2550,1448.17
611,2021-04-10,08:22:41,4400,365.28
612,2020-08-31,04:44:14,3241,3422.25
613,2023-09-03,01:46:49,879,3083.12
614,2022-08-19,08:27:08,3833,903.08
615,2020-07-30,07:58:18,4067,650.43
616,2021-03-25,09:00:59,223,1990.32
617,2021-09-08,10:48:06,2671,4999.85
618,2020-11-22,21:30:47,3138,4517.02
